Series,Market,Body Model,Seq,CPOS,Brand,Format,Font,Description1,unknown2,Special,Description2
L,C,LAEH22,1,,A15,B,A29,CHALLENGER SXT AWD,,,
L,C,LAEL22,1,,A15,B,A29,CHALLENGER GT AWD,,,
L,C,LDD,1,,A15,B,A29,CHARGER,,,
L,C,LDDE48,1,2DA,A15,B,A29,CHARGER ENFORCER POLICE,,,
L,C,LDDE48,2,,A15,B,A29,CHARGER ENFORCER POLICE,,,
L,C,LDDM48,1,2DG,A15,B,A29,CHARGER SXT,,,
L,C,LDDM48,2,AAY,A15,B,A29,CHARGER SXT PLUS,,,
L,C,LDDM48,3,,A15,B,A29,CHARGER SXT,,,
L,C,LDDP48,1,2DN,A15,B,A29,CHARGER R/T,,,
L,C,LDDP48,2,AAY,A15,B,A29,CHARGER R/T PLUS,,,
L,C,LDDP48,3,ACD,A15,B,A29,CHARGER DAYTONA EDITION,,,
L,C,LDDP48,4,,A15,B,A29,CHARGER R/T,,,
L,C,LDDR48,1,2DV,A15,2,A29,CHARGER SCAT PACK 392 WID,,,EBODY
L,C,LDDR48,2,2DW,A15,B,A29,CHARGER SCAT PACK 392,,,
L,C,LDDR48,3,,A15,B,A29,CHARGER SCAT PACK 392,,,
L,C,LDDS48,1,2DH,A15,B,A29,CHARGER GT,,,
L,C,LDDS48,2,AAY,A15,B,A25,CHARGER GT PLUS,,,
L,C,LDDS48,3,,A15,B,A29,CHARGER GT,,,
L,C,LDDT48,1,2DT,A15,2,A29,CHARGER SRT HELLCAT WIDEB,,,ODY
L,C,LDDT48,2,2DZ,A15,2,A25,CHARGER SRT HELLCAT REDEY,,,E WIDEBODY
L,C,LDDT48,3,,A15,2,A29,CHARGER SRT HELLCAT WIDEB,,,ODY
L,C,LDE,1,,A15,B,A29,CHARGER AWD,,,
L,C,LDEE48,1,2DA,A15,2,A29,CHARGER ENFORCER POLICE A,,,WD
L,C,LDES48,1,2DH,A15,B,A29,CHARGER SXT AWD,,,
L,C,LDES48,2,AAY,A15,B,A29,CHARGER SXT PLUS AWD,,,
L,C,LDES48,3,,A15,B,A29,CHARGER SXT AWD,,,
L,C,LXC,1,,A11,B,C29,300,,,
L,C,LXCH48,1,2DF,A11,B,C29,300 TOURING,,,
L,C,LXCH48,2,AJV,A11,B,C29,300 TOURING L,,,
L,C,LXCH48,3,,A11,B,C29,300 TOURING,,,
L,C,LXCL48,1,2DG,A11,B,C29,300S,,,
L,C,LXCL48,2,,A11,B,C29,300S,,,
L,C,LXCR48,1,2DR,A11,B,C29,300C,,,
L,C,LXCR48,2,,A11,B,C29,300C,,,
L,C,LXCS48,1,2DT,A11,B,C29,300 LIMITED,,,
L,C,LXCS48,2,,A11,B,C29,300 LIMITED,,,
L,C,LXF,1,,A11,B,C29,300 AWD,,,
L,C,LXFH48,1,2DF,A11,B,C29,300 TOURING AWD,,,
L,C,LXFH48,2,AJV,A11,B,C29,300 TOURING L AWD,,,
L,C,LXFH48,3,,A11,B,C29,300 TOURING AWD,,,
L,C,LXFL48,1,2DG,A11,B,C29,300S AWD,,,
L,C,LXFL48,2,,A11,B,C29,300S AWD,,,
L,C,LXFS48,1,2DT,A11,B,C29,300 LIMITED AWD,,,
L,C,LXFS48,2,,A11,B,C29,300 LIMITED AWD,,,
L,C,MPJ,1,,A08,B,C29,COMPASS 4X4,Y,,
L,C,MPJH74,1,,A08,B,C29,COMPASS TRAILHAWK 4X4,Y,,
L,C,MPJL74,1,2GT,A08,B,C29,COMPASS UPLAND 4X4,Y,,
L,C,MPJL74,2,,A08,B,C29,COMPASS SPORT 4x4,Y,,
L,C,MPJM74,1,2GB,A08,B,C29,COMPASS ALTITUDE 4X4,Y,,
L,C,MPJM74,2,2GJ,A08,B,C29,COMPASS NORTH 4X4,Y,,
L,C,MPJM74,3,,A08,B,C29,COMPASS NORTH 4X4,Y,,
L,C,MPJP74,1,2GF,A08,B,C29,COMPASS HIGH ALTITUDE 4X4,Y,,
L,C,MPJP74,2,2GG,A08,B,C29,COMPASS LIMITED 4X4,Y,,
L,C,MPJP74,3,,A08,B,C29,COMPASS LIMITED 4X4,Y,,
L,C,MPT,1,,A08,B,C29,COMPASS 4X2,Y,,
L,C,MPTL74,1,,A08,B,C29,COMPASS SPORT 4X2,Y,,
L,C,MPTM74,1,28B,A08,B,C29,COMPASS ALTITUDE 4X2,Y,,
L,C,MPTM74,2,28J,A08,B,C29,COMPASS NORTH 4X2,Y,,
L,C,MPTM74,3,,A08,B,C29,COMPASS NORTH 4X2,Y,,
L,C,RTK,1,,A15,B,A29,GRAND CARAVAN,Y,,
L,C,RTKH53,1,AAY,A15,2,A25,"GRAND CARAVAN SXT PLUS ""S",,,"TOW N GO"""
L,C,RTKH53,2,ADZ,A15,B,A29,GRAND CARAVAN BLACKTOP,,,
L,C,RTKH53,3,2DP,A15,B,A29,GRAND CARAVAN PREMIUM,,,
L,C,RTKH53,4,ALY,A15,2,A25,GRAND CARAVAN SE PLUS PAC,,,KAGE
L,C,RTKH53,5,29E,A15,2,A19,"GRAND CARAVAN SE ""CANADA",,,"VALUE PACKAGE"""
L,C,RTKH53,6,29G,A15,2,A19,"GRAND CARAVAN SXT ""STOW N",,,"GO"""
L,C,RTKH53,7,,A15,B,A29,GRAND CARAVAN SE,Y,,
L,C,RTKM53,1,2DB,A15,2,A25,GRAND CARAVAN PREMIUM PLU,,,S
L,C,RTKP53,1,29L,A08,B,C29,GRAND CARAVAN CREW PLUS,Y,,
L,C,RTKP53,2,29K,A08,B,C29,GRAND CARAVAN CREW,Y,,
L,C,RTKP53,3,,A15,B,A29,GRAND CARAVAN CREW,Y,,
L,C,RTKX53,1,2DN,A15,B,A29,GRAND CARAVAN GT,Y,,
L,C,RTKX53,2,,A15,B,A29,GRAND CARAVAN GT,Y,,
L,C,RU,1,,A11,B,F19,PACIFICA,Y,,
L,C,RUCE53,1,,A11,B,F19,PACIFICA L,Y,,
L,C,RUCH53,1,27Y,A11,2,F19,PACIFICA TOURING-L 35TH A,,90A,NNIVERSARY
L,C,RUCH53,2,ADS,A11,2,F19,"PACIFICA TOURING-L ""S"" AP",,90A,PEARANCE PACKAGE
L,C,RUCH53,3,27L,A11,B,F19,PACIFICA TOURING-L,Y,,
L,C,RUCH53,4,,A11,B,F19,PACIFICA TOURING-L,Y,,
L,C,RUCL53,1,,A11,B,F19,PACIFICA LX,Y,,
L,C,RUCP53,1,27Q,A11,2,F19,PACIFICA TOURING-L PLUS,,90B,35TH ANNIVERSARY
L,C,RUCP53,2,ADS,A11,2,F19,PACIFICA TOURING-L PLUS,,90B,"""S"" APPEARANCE PACKAGE"
L,C,RUCP53,3,27J,A11,B,F19,PACIFICA TOURING-L PLUS,Y,,
L,C,RUCP53,4,,A11,B,F19,PACIFICA TOURING-L PLUS,Y,,
L,C,RUCR53,1,ADS,A11,2,F19,"PACIFICA TOURING ""S"" APPE",,90C,ARANCE PACKAGE
L,C,RUCR53,2,,A11,B,F19,PACIFICA TOURING,Y,,
L,C,RUCT53,1,27D,A11,2,F19,PACIFICA LIMITED 35TH ANN,,90C,IVERSARY PACKAGE
L,C,RUCT53,2,27H,A11,2,F19,PACIFICA LIMITED RED S AP,,90C,PEARANCE PACKAGE
L,C,RUCT53,3,ADS,A11,2,F19,"PACIFICA LIMITED ""S"" APPE",,90C,ARANCE PACKAGE
L,C,RUCT53,4,27P,A11,B,F19,PACIFICA LIMITED,Y,,
L,C,RUCT53,5,,A11,B,F19,PACIFICA LIMITED,Y,,
L,C,RUEH53,1,2EZ,A11,2,F19,PACIFICA HYBRID TOURING-L,,90I,35TH ANNIVERSARY
L,C,RUEH53,2,ADS,A11,2,F19,PACIFICA HYBRID TOURING-L,,90I,"""S"" APPEARANCE"
L,C,RUEH53,3,2EN,A11,B,F19,PACIFICA HYBRID TOURING-L,Y,,
L,C,RUEH53,4,2FN,A11,B,F19,PACIFICA HYBRID TOURING-L,Y,,
L,C,RUEH53,5,,A11,B,F19,PACIFICA HYBRID TOURING-L,Y,,
L,C,RUEP53,1,ADS,A11,2,F19,PACIFICA HYBRID TOURING,,90B,"""S"" APPEARANCE PACKAGE"
L,C,RUEP53,2,,A11,2,F19,PACIFICA HYBRID TOURING,Y,,
L,C,RUES53,1,2EU,A11,2,F19,PACIFICA HYBRID LIMITED,,90B,35TH ANNIVERSARY
L,C,RUES53,2,2EV,A11,2,F19,PACIFICA HYBRID LIMITED,,90B,RED S APPEARANCE
L,C,RUES53,3,ADS,A11,2,F19,PACIFICA HYBRID LIMITED,,90B,"""S"" APPEARANCE PACKAGE"
L,C,RUES53,4,2EC,A11,B,F19,PACIFICA HYBRID LIMITED,Y,,
L,C,RUES53,5,2FC,A11,B,F19,PACIFICA HYBRID LIMITED,Y,,
L,C,RUES53,6,,A11,B,F19,PACIFICA HYBRID LIMITED,Y,,
L,C,VF,1,,A14,B,A29,RAM PROMASTER,Y,,
L,C,VF1L11,1,2TA,A14,2,A18,RAM 1500 PROMASTER CARGO,,,"VAN 118"" WB"
L,C,VF1L11,2,,A14,2,A18,RAM 1500 PROMASTER CARGO,,,VAN
L,C,VF1L12,1,2TA,A14,2,A18,RAM 1500 PROMASTER CARGO,,,"VAN 136"" WB"
L,C,VF1L12,2,,A14,2,A18,RAM 1500 PROMASTER CARGO,,,VAN
L,C,VF1L13,1,2TA,A14,2,A18,RAM 1500 PROMASTER CARGO,,,"VAN 136"" WB HIGH ROOF"
L,C,VF1L13,2,,A14,2,A18,RAM 1500 PROMASTER CARGO,,,VAN
L,C,VF2L12,1,2TA,A14,2,A18,RAM 2500 PROMASTER C/V 13,,,"6"" WB STANDARD ROOF"
L,C,VF2L12,2,,A14,2,A18,RAM 2500 PROMASTER CARGO,,,VAN
L,C,VF2L13,1,2TA,A14,2,A18,RAM 2500 PROMASTER CARGO,,,"VAN 136"" WB HIGH ROOF"
L,C,VF2L13,2,,A14,2,A18,RAM 2500 PROMASTER CARGO,,,VAN
L,C,VF2L16,1,2TA,A14,2,A18,RAM 2500 PROMASTER CARGO,,,"VAN 159"" WB HIGH ROOF"
L,C,VF2L16,2,,A14,2,A18,RAM 2500 PROMASTER CARGO,,,VAN
L,C,VF2L26,1,2TA,A14,2,A19,RAM 2500 PROMASTER WINDOW,,,"VAN 159"" WB HIGH ROOF"
L,C,VF2L26,2,,A14,2,A19,RAM 2500 PROMASTER WINDOW,,,VAN
L,C,VF3L02,1,2TA,A14,2,A19,RAM 3500 PROMASTER CHASSI,,,"S CAB 136"" WB"
L,C,VF3L02,2,,A14,2,A19,RAM 3500 PROMASTER CHASSI,,,S CAB
L,C,VF3L04,1,2TA,A14,2,A19,RAM 3500 PROMASTER CHASSI,,,"S CAB 159"" WB"
L,C,VF3L04,2,,A14,2,A19,RAM 3500 PROMASTER CHASSI,,,S CAB
L,C,VF3L05,1,2TA,A14,2,A18,RAM 3500 PROMASTER CHASSI,,,"S CAB 159"" WB EXT"
L,C,VF3L05,2,,A14,2,A18,RAM 3500 PROMASTER CHASSI,,,S CAB
L,C,VF3L12,1,2TA,A14,2,A18,RAM 3500 PROMASTER C/V 13,,,"6"" WB STANDARD ROOF"
L,C,VF3L12,2,,A14,2,A18,RAM 3500 PROMASTER CARGO,,,VAN
L,C,VF3L13,1,2TA,A14,2,A18,RAM 3500 PROMASTER CARGO,,,"VAN 136"" WB HIGH ROOF"
L,C,VF3L13,2,,A14,2,A18,RAM 3500 PROMASTER CARGO,,,VAN
L,C,VF3L16,1,2TA,A14,2,A18,RAM 3500 PROMASTER CARGO,,,"VAN 159"" WB HIGH ROOF"
L,C,VF3L16,2,,A14,2,A18,RAM 3500 PROMASTER CARGO,,,VAN
L,C,VF3L17,1,2TA,A14,2,A18,RAM 3500 PROMASTER C/V 15,,,"9"" WB EXT HIGH ROOF"
L,C,VF3L17,2,,A14,2,A18,RAM 3500 PROMASTER CARGO,,,VAN
L,C,VF3L27,1,2TA,A14,2,A19,RAM 3500 PROMASTER WINDOW,,,"VAN 159"" WB EXT"
L,C,VF3L27,2,,A14,2,A19,RAM 3500 PROMASTER WINDOW,,,VAN
L,C,VF3L32,1,2TA,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,,"Y 136"" WB"
L,C,VF3L32,2,,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,,Y
L,C,VF3L34,1,2TA,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,,"Y 159"" WB"
L,C,VF3L34,2,,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,,Y
L,C,VF3L35,1,2TA,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,,"Y 159"" WB EXT"
L,C,VF3L35,2,,A14,2,A19,RAM 3500 PROMASTER CUTAWA,,,Y
L,C,VM,1,,A14,B,A18,RAM PROMASTER CITY,,,
L,C,VMDH11,1,2TD,A14,2,A18,RAM PROMASTER CITY SLT VA,,,N
L,C,VMDH11,2,,A14,B,A18,RAM PROMASTER CITY VAN,,,
L,C,VMDH51,1,2TB,A14,2,A18,RAM PROMASTER CITY SLT WA,,,GON
L,C,VMDH51,2,,A14,B,A18,RAM PROMASTER CITY WAGON,,,
L,C,VMDL11,1,2TC,A14,B,A18,RAM PROMASTER CITY ST VAN,,,
L,C,VMDL11,2,,A14,B,A18,RAM PROMASTER CITY VAN,,,
L,C,VMDL51,1,2TA,A14,2,A18,RAM PROMASTER CITY ST WAG,,,ON
L,C,VMDL51,2,,A14,B,A18,RAM PROMASTER CITY WAGON,,,
L,C,WDE,1,,A15,B,A29,DURANGO,Y,,
L,C,WDEE75,1,2TZ,A15,B,A29,DURANGO ENFORCER AWD,Y,,
L,C,WDEH75,1,2TE,A15,B,A29,DURANGO GT AWD,Y,,
L,C,WDEH75,2,2TD,A15,B,A29,DURANGO GT AWD,Y,,
L,C,WDEL75,1,2TB,A15,B,A29,DURANGO SXT AWD,Y,,
L,C,WDEL75,2,2TA,A15,B,A29,DURANGO SXT AWD,Y,,
L,C,WDEP75,1,2TJ,A15,B,A29,DURANGO CITADEL AWD,Y,,
L,C,WDEP75,2,2TP,A15,2,A25,DURANGO CITADEL PLATINUM,,,EDITION AWD
L,C,WDES75,1,2TS,A15,B,A29,DURANGO R/T AWD,Y,,
L,C,WDEX75,1,2TL,A15,B,A29,DURANGO SRT AWD,Y,,
L,C,WKJ,1,,A08,B,C29,GRAND CHEROKEE,Y,,
L,C,WKJH74,1,2TC,A08,2,C19,GRAND CHEROKEE LAREDO UPL,,,AND 4X4
L,C,WKJH74,2,2TE,A08,B,C29,GRAND CHEROKEE LAREDO 4X4,Y,,
L,C,WKJH74,3,2TZ,A08,2,C19,GRAND CHEROKEE LAREDO ALT,,,ITUDE 4X4
L,C,WKJH74,4,,A08,B,C29,GRAND CHEROKEE LAREDO 4X4,Y,,
L,C,WKJM74,1,2TV,A08,2,C19,GRAND CHEROKEE TRACKHAWK,,,4X4
L,C,WKJM74,2,,A08,2,C19,GRAND CHEROKEE TRACKHAWK,,,4X4
L,C,WKJP74,1,2TG,A08,2,C19,GRAND CHEROKEE LIMITED X,,,4X4
L,C,WKJP74,2,2TH,A08,2,C19,GRAND CHEROKEE LIMITED 4X,,,4
L,C,WKJP74,3,,A08,2,C19,GRAND CHEROKEE LIMITED 4X,,,4
L,C,WKJR74,1,2TJ,A08,2,C19,GRAND CHEROKEE TRAILHAWK,,,4X4
L,C,WKJR74,2,,A08,2,C19,GRAND CHEROKEE TRAILHAWK,,,4X4
L,C,WKJS74,1,2TP,A08,2,C19,GRAND CHEROKEE OVERLAND 4,,,X4
L,C,WKJS74,2,2TS,A08,2,C19,GRAND CHEROKEE OVERLAND 4,,,X4 HIGH ALTITUDE
L,C,WKJS74,3,,A08,2,C19,GRAND CHEROKEE OVERLAND 4,,,X4
L,C,WKJT74,1,2TR,A08,B,C29,GRAND CHEROKEE SUMMIT 4X4,Y,,
L,C,WKJT74,2,,A08,B,C29,GRAND CHEROKEE SUMMIT 4X4,Y,,
L,C,WKJX74,1,2TL,A08,B,C29,GRAND CHEROKEE SRT 4X4,Y,,
L,C,WKJX74,2,,A08,B,C29,GRAND CHEROKEE SRT 4X4,Y,,
L,C,4C,1,,A18,B,G29,4C SPIDER,,,
L,C,4CFX27,1,22S,A18,B,G29,4C SPIDER ITALIA,,,
L,C,4CFX27,2,,A18,B,G29,4C SPIDER,,,
L,F,BAF,1,,A16,S,A29,124 CLASSICA,,89D,
L,F,BAFH27,1,,A16,S,A29,124 CLASSICA,,89D,
L,F,BAFS27,1,,A16,S,A29,124 LUSSO,,89D,
L,F,BAFX27,1,,A16,S,A29,124 ABARTH,,89E,
L,F,BGF,1,,A16,S,A29,FIAT 500L,,89A,
L,F,BGFH44,1,,A16,S,A29,FIAT 500L SPORT,,89A,
L,F,BGFM44,1,23G,A16,S,A29,FIAT 500L TREKKING,,89A,
L,F,BGFM44,2,23S,A16,S,A29,FIAT 500L TREKKING,,89A,
L,F,BGFM44,3,,A16,S,A29,FIAT 500L TREKKING,,89A,
L,F,BGFP44,1,,A16,S,A29,FIAT 500L LOUNGE,,89A,
L,F,BVJ,1,,A08,B,C29,RENEGADE 4X4,,,
L,F,BVJH74,1,,A08,B,C29,RENEGADE TRAILHAWK 4X4,,,
L,F,BVJL74,1,2XA,A08,B,C29,RENEGADE SPORT 4X4,,,
L,F,BVJL74,2,2XN,A08,B,C29,RENEGADE UPLAND 4X4,,,
L,F,BVJL74,3,22A,A08,B,C29,RENEGADE SPORT 4X4,,,
L,F,BVJL74,4,,A08,B,C29,RENEGADE SPORT 4X4,,,
L,F,BVJM74,1,2XB,A08,B,C29,RENEGADE NORTH 4X4,,,
L,F,BVJM74,2,22B,A08,B,C29,RENEGADE NORTH 4X4,,,
L,F,BVJM74,3,2XM,A08,B,C29,RENEGADE ALTITUDE 4X4,,,
L,F,BVJM74,4,22M,A08,B,C29,RENEGADE ALTITUDE 4X4,,,
L,F,BVJM74,5,,A08,B,C29,RENEGADE NORTH 4X4,,,
L,F,BVJP74,1,22D,A08,B,C29,RENEGADE LIMITED 4X4,,,
L,F,BVJP74,2,22P,A08,2,C29,RENEGADE HIGH ALTITUDE 4X,,,4
L,F,BVJP74,3,,A08,B,C29,RENEGADE LIMITED 4X4,,,
L,F,BVT,1,,A08,B,C29,RENEGADE 4X2,,,
L,F,BVTL74,1,2XA,A08,B,C29,RENEGADE SPORT 4X2,,,
L,F,BVTL74,2,22A,A08,B,C29,RENEGADE SPORT 4X2,,,
L,F,BVTL74,3,,A08,B,C29,RENEGADE SPORT 4X2,,,
L,F,BVTM74,1,2XB,A08,B,C29,RENEGADE NORTH 4X2,,,
L,F,BVTM74,2,22B,A08,B,C29,RENEGADE NORTH 4X2,,,
L,F,BVTM74,3,2XM,A08,B,C29,RENEGADE ALTITUDE 4X2,,,
L,F,BVTM74,4,22M,A08,B,C29,RENEGADE ALTITUDE 4X2,,,
L,F,BVTM74,5,,A08,B,C29,RENEGADE NORTH 4X2,,,
L,F,DD3,1,,A14,B,A19,CC RAM 3500 4X2,,,
L,F,DD3L63,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X2,,,A CABINE SIMPLE
L,F,DD3L63,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X2 A CAB,,,INE SIMPLE
L,F,DD3L63,3,,A14,2,A19,CC RAM 3500 4X2 CABINE SI,,,MPLE
L,F,DD3L64,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X2,,,A CABINE SIMPLE
L,F,DD3L64,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X2 A CAB,,,INE SIMPLE
L,F,DD3L64,3,,A14,2,A19,CC RAM 3500 4X2 CABINE SI,,,MPLE
L,F,DD3L93,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X2,,,A CABINE D'EQUIPE
L,F,DD3L93,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X2 A CAB,,,INE D'EQUIPE
L,F,DD3L93,3,2TH,A14,2,A19,CC RAM 3500 LARAMIE 4X2 A,,,CABINE D'EQUIPE
L,F,DD3L93,4,2TM,A14,2,A19,CC RAM 3500 LIMITED 4X2 A,,,CABINE D'EQUIPE
L,F,DD3L93,5,,A14,2,A19,CC RAM 3500 4X2 A CABINE,,,D'EQUIPE
L,F,DD8,1,,A14,B,A19,CC RAM 3500 4X4,,,
L,F,DD8L63,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X4,,,A CABINE SIMPLE
L,F,DD8L63,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X4 A CAB,,,INE SIMPLE
L,F,DD8L63,3,,A14,2,A19,CC RAM 3500 4X4 A CABINE,,,SIMPLE
L,F,DD8L64,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X4,,,A CABINE SIMPLE
L,F,DD8L64,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X4 A CAB,,,INE SIMPLE
L,F,DD8L64,3,,A14,2,A19,CC RAM 3500 4X4 A CABINE,,,SIMPLE
L,F,DD8L93,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X4,,,A CABINE D'EQUIPE
L,F,DD8L93,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X4 A CAB,,,INE D'EQUIPE
L,F,DD8L93,3,2TH,A14,2,A19,CC RAM 3500 LARAMIE 4X4 A,,,CABINE D'EQUIPE
L,F,DD8L93,4,2TM,A14,2,A19,CC RAM 3500 LIMITED 4X4 A,,,CABINE D'EQUIPE
L,F,DD8L93,5,,A14,2,A19,CC RAM 3500 4X4 A CABINE,,,D'EQUIPE
L,F,DF3,1,,A14,2,A25,CC RAM 3500 4X2 RAS (4491,,,KG PNVB)
L,F,DF3L63,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X2,,,RAS 4491 KG PNVB CAB
L,F,DF3L63,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X2 RAS 4,,,491 KG PNVB CAB S.
L,F,DF3L63,3,,A14,2,A19,CC RAM 3500 4X2 RAS 4491,,,KG PNVB CAB S.
L,F,DF3L93,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X2,,,RAS 4491 KG PNVB CAB
L,F,DF3L93,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X2 RAS 4,,,491 KG PNVB CAB E.
L,F,DF3L93,3,2TH,A14,2,A19,CC RAM 3500 LARAMIE 4X2 R,,,AS 4491 KG PNVB CAB E.
L,F,DF3L93,4,2TM,A14,2,A19,CC RAM 3500 LIMITED 4X2 R,,,AS 4491 KG PNVB CAB E.
L,F,DF3L93,5,,A14,2,A19,CC RAM 3500 4X2 RAS 4491,,,KG PNVB CAB E.
L,F,DF8,1,,A14,2,A25,CC RAM 3500 4X4 RAS 4491,,,KG PNVB
L,F,DF8L63,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X4,,,RAS 4491 KG PNVB CAB
L,F,DF8L63,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X4 RAS 4,,,491 KG PNVB CAB S.
L,F,DF8L63,3,,A14,2,A19,CC RAM 3500 4X4 RAS 4491,,,KG PNVB CAB S.
L,F,DF8L93,1,2TA,A14,2,A19,CC RAM 3500 TRADESMAN 4X4,,,RAS 4491 KG PNVB C.E.
L,F,DF8L93,2,2TG,A14,2,A19,CC RAM 3500 SLT 4X4 RAS 4,,,491 KG PNVB CAB E.
L,F,DF8L93,3,2TH,A14,2,A19,CC RAM 3500 LARAMIE 4X4 R,,,AS 4491 KG PNVB CAB E.
L,F,DF8L93,4,2TM,A14,2,A19,CC RAM 3500 LIMITED 4X4 R,,,AS 4491 KG PNVB CAB E.
L,F,DF8L93,5,,A14,2,A19,CC RAM 3500 4X4 RAS 4491,,,KG PNVB CAB E.
L,F,DJ2,1,,A14,B,A29,RAM 2500 4X2 A,,,
L,F,DJ2H62,1,2TG,A14,2,A25,RAM 2500 BIG HORN 4X2 A C,,,ABINE SIMPLE
L,F,DJ2H62,2,AEF,A14,2,A19,RAM 2500 BIG HORN SPORT 4,,,X2 A CABINE SIMPLE
L,F,DJ2H62,3,,A14,2,A29,RAM 2500 4X2 A CABINE SIM,,,PLE
L,F,DJ2H81,1,2TG,A14,2,A25,RAM 2500 BIG HORN 4X2 MEG,,,A CAB
L,F,DJ2H81,2,AEF,A14,2,A25,RAM 2500 BIG HORN SPORT 4,,,X2 MEGA CAB
L,F,DJ2H81,3,,A14,B,A29,RAM 2500 4X2 MEGA CAB,,,
L,F,DJ2H91,1,2TG,A14,2,A19,RAM 2500 BIG HORN 4X2 A C,,,ABINE D'EQUIPE
L,F,DJ2H91,2,AEF,A14,2,A19,RAM 2500 BIG HORN SPORT 4,,,X2 A CABINE D'EQUIPE
L,F,DJ2H91,3,ASH,A14,2,A19,RAM 2500 BIG HORN NIGHT 4,,,X2 CABINE D'EQUIPE
L,F,DJ2H91,4,,A14,2,A29,RAM 2500 4X2 A CABINE D'E,,,QUIPE
L,F,DJ2H92,1,2TG,A14,2,A19,RAM 2500 BIG HORN 4X2 A C,,,ABINE D'EQUIPE
L,F,DJ2H92,2,AEF,A14,2,A19,RAM 2500 BIG HORN SPORT 4,,,X2 A CABINE D'EQUIPE
L,F,DJ2H92,3,ASH,A14,2,A19,RAM 2500 BIG HORN NIGHT 4,,,X2 CABINE D'EQUIPE
L,F,DJ2H92,4,,A14,2,A29,RAM 2500 4X2 A CABINE D'E,,,QUIPE
L,F,DJ2L62,1,2TA,A14,2,A19,RAM 2500 TRADESMAN 4X2 A,,,CABINE SIMPLE
L,F,DJ2L62,2,,A14,2,A29,RAM 2500 4X2 A CABINE SIM,,,PLE
L,F,DJ2L91,1,2TA,A14,2,A19,RAM 2500 TRADESMAN 4X2 A,,,CABINE D'EQUIPE
L,F,DJ2L91,2,,A14,2,A29,RAM 2500 4X2 A CABINE D'E,,,QUIPE
L,F,DJ2L92,1,2TA,A14,2,A19,RAM 2500 TRADESMAN 4X2 A,,,CABINE D'EQUIPE
L,F,DJ2L92,2,,A14,2,A29,RAM 2500 4X2 A CABINE D'E,,,QUIPE
L,F,DJ2M81,1,2TM,A14,2,A25,RAM 2500 LIMITED 4X2 MEGA,,,CAB
L,F,DJ2M81,2,,A14,B,A29,RAM 2500 4X2 MEGA CAB,,,
L,F,DJ2M91,1,2TM,A14,2,A25,RAM 2500 LIMITED 4X2 A CA,,,BINE D'EQUIPE
L,F,DJ2M91,2,ALC,A14,2,A19,RAM 2500 LIMITED NOIR 4X2,,,CABINE D'EQUIPE
L,F,DJ2M91,3,,A14,2,A25,RAM 2500 4X2 A CABINE D'E,,,QUIPE
L,F,DJ2M92,1,2TM,A14,2,A25,RAM 2500 LIMITED 4X2 A CA,,,BINE D'EQUIPE
L,F,DJ2M92,2,ALC,A14,2,A19,RAM 2500 LIMITED NOIR 4X2,,,CABINE D'EQUIPE
L,F,DJ2M92,3,,A14,2,A25,RAM 2500 4X2 A CABINE D'E,,,QUIPE
L,F,DJ2P81,1,2TH,A14,2,A25,RAM 2500 LARAMIE 4X2 MEGA,,,CAB
L,F,DJ2P81,2,AEF,A14,2,A25,RAM 2500 LARAMIE SPORT 4X,,,2 MEGA CAB
L,F,DJ2P81,4,,A14,B,A29,RAM 2500 4X2 MEGA CAB,,,
L,F,DJ2P91,1,2TH,A14,2,A25,RAM 2500 LARAMIE 4X2 A CA,,,BINE D'EQUIPE
L,F,DJ2P91,2,AEF,A14,2,A19,RAM 2500 LARAMIE SPORT 4X,,,2 A CABINE D'EQUIPE
L,F,DJ2P91,3,ASH,A14,2,A19,RAM 2500 LARAMIE NIGHT 4X,,,2 CABINE D'EQUIPE
L,F,DJ2P91,4,,A14,2,A25,RAM 2500 4X2 A CABINE D'E,,,QUIPE
